FREQ,INDICATOR,REF_AREA,UNIT,TIME_PERIOD,value
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,1990,278424.375726354
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,1991,279872.363891333
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,1992,284912.12433001
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,1993,289234.856483038
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,1994,294014.610394374
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,1995,305409.799300553
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,1996,312361.209994883
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,1997,320794.696404265
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,1998,334684.106535041
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,1999,344063.336207
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2000,350194.581777693
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2001,357668.742790314
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2002,362209.093829325
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2003,369725.552790947
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2004,383204.650915682
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2005,386514.916662142
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2006,392681.873174982
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2007,400415.409416881
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2008,405048.53717719
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2009,408344.934977177
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2010,406425.942052995
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2011,404263.695076992
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2012,406986.984923997
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2013,398051.591105236
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2014,393288.531798422
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2015,402537.564873241
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2016,413157.391667875
A,EN_ATM_CO2E_XLULUCF,AUS,Gg_CO2,2017,417041.277910766
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,1990,62322.640684699
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,1991,65931.4727198364
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,1992,60441.6032070013
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,1993,60806.1324938719
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,1994,61199.3463965323
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,1995,64268.2158523669
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,1996,67693.6389075961
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,1997,67463.6275623659
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,1998,67066.6527603813
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,1999,65737.0307819665
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2000,66312.8424924796
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2001,70274.6845414013
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2002,72124.0062436435
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2003,77799.0973792539
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2004,77920.8336346621
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2005,79394.8503275095
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2006,77061.0351287342
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2007,74468.9596356077
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2008,73727.000030091
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2009,67723.7824404299
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2010,72228.2930742589
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2011,70142.5597188225
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2012,67577.1339873951
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2013,68161.1797721496
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2014,64467.3682319862
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2015,66732.8619529379
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2016,67314.8784011061
A,EN_ATM_CO2E_XLULUCF,AUT,Gg_CO2,2017,69978.846913737
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,1990,120481.838502985
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,1991,123543.2180581
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,1992,122655.91005617
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,1993,121555.27197814
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,1994,124938.749065287
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,1995,126080.410852888
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,1996,129579.1540335
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,1997,124042.51953785
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,1998,130281.497383422
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,1999,124702.99064172
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2000,126769.130391395
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2001,126119.618177144
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2002,126304.979684259
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2003,127806.431199691
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2004,128830.183314369
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2005,125519.712600874
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2006,123832.913776969
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2007,120444.865803485
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2008,120352.128477469
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2009,107699.337103253
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2010,113814.067664193
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2011,104319.177679598
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2012,101514.570230812
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2013,101578.965845189
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2014,95906.4772109974
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2015,99753.2951581061
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2016,98421.540453143
A,EN_ATM_CO2E_XLULUCF,BEL,Gg_CO2,2017,97563.5674938616
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,1990,76541.762497576
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,1991,61125.8580396944
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,1992,56917.8210195607
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,1993,57561.518968325
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,1994,55958.1450106709
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,1995,57572.6317073105
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,1996,57971.9918446665
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,1997,55590.1948889333
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,1998,53175.7554096749
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,1999,46278.8847916629
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2000,45211.2121156324
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2001,48923.1129875795
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2002,46167.1347580046
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2003,50415.5179811062
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2004,49507.2305694322
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2005,50591.1162433289
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2006,51825.6038475993
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2007,55637.291644336
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2008,53973.9256659693
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2009,45706.3647752967
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2010,47794.3098456763
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2011,53118.3113063042
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2012,48268.9568476768
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2013,42565.6172235958
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2014,45090.1978914722
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2015,48094.7505016991
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2016,45257.9306287606
A,EN_ATM_CO2E_XLULUCF,BGR,Gg_CO2,2017,47401.6336208296
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,1990,104138.513112564
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,1991,97043.6453025938
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,1992,89993.7275459498
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,1993,77618.72443439
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,1994,64375.2495341916
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,1995,57949.6008212873
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,1996,59203.5079203084
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,1997,62548.4848791334
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,1998,59411.7863354427
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,1999,56995.6645547372
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2000,55462.6146471645
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2001,55564.3208790437
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2002,55682.4919963138
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2003,57118.1606640652
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2004,60772.9380991423
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2005,62056.1140494498
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2006,64868.4937891781
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2007,64271.2058533069
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2008,66417.0285337928
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2009,61962.2374312952
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2010,63883.2867525045
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2011,62822.7331566906
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2012,63706.5873206377
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2013,64462.3021616954
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2014,63794.0648506728
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2015,59290.9860344353
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2016,60941.9983425066
A,EN_ATM_CO2E_XLULUCF,BLR,Gg_CO2,2017,62699.202686838
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,1990,462502.179463326
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,1991,452534.619111236
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,1992,466707.557251374
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,1993,466577.680597953
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,1994,481647.064951882
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,1995,494241.052476842
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,1996,509693.638222082
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,1997,524433.394141764
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,1998,533101.024695008
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,1999,548939.005965273
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2000,571507.345744584
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2001,564230.929023693
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2002,570551.849027002
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2003,587492.139568039
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2004,586468.797021774
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2005,576858.582564607
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2006,570811.279816887
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2007,594732.073569329
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2008,575453.992692163
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2009,543067.901269711
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2010,556420.246221338
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2011,566674.475732014
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2012,570157.633907986
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2013,577346.377837406
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2014,577359.551830737
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2015,576756.85003884
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2016,564068.415552438
A,EN_ATM_CO2E_XLULUCF,CAN,Gg_CO2,2017,571138.877402137
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,1990,44162.4746552756
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,1991,46140.5258970458
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,1992,46015.7201069479
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,1993,43605.0080330916
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,1994,42678.9006401295
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,1995,43414.3771875516
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,1996,44098.7862700766
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,1997,43035.3127700786
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,1998,44612.676603829
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,1999,44442.1313666133
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2000,43612.2398662272
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2001,45076.210603435
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2002,43458.9528013035
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2003,44644.4306057394
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2004,45228.6595888101
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2005,45780.1713925113
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2006,45365.9278461422
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2007,43360.3566437253
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2008,44707.3463738406
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2009,43528.7256477312
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2010,45043.2478730336
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2011,40978.719422117
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2012,42248.1116139359
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2013,43178.9150483673
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2014,39229.2443370084
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2015,38728.1354574569
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2016,39186.5466032123
A,EN_ATM_CO2E_XLULUCF,CHE,Gg_CO2,2017,38171.7423673493
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,1990,4664.61268911851
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,1991,5154.316432868
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,1992,5530.39297626362
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,1993,5774.41450668019
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,1994,6018.45529314729
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,1995,5889.45127614607
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,1996,6240.31587311403
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,1997,6328.00171891839
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,1998,6621.49545013481
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,1999,6890.62529447464
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2000,7140.26185961049
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2001,7015.91179900906
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2002,7204.91094623578
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2003,7598.82084460562
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2004,7833.80147901035
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2005,8021.48576720233
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2006,8212.0893728762
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2007,8527.51081932637
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2008,8696.16267554207
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2009,8443.90604653313
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2010,8082.33024238736
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2011,7760.33912968455
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2012,7229.25560078243
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2013,6550.82733430756
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2014,6931.33825692313
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2015,6956.58994780016
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2016,7362.10464486559
A,EN_ATM_CO2E_XLULUCF,CYP,Gg_CO2,2017,7538.49231846084
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,1990,164203.58212148
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,1991,148893.578726174
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,1992,144618.054781753
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,1993,138636.10154368
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,1994,132374.360354175
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,1995,131605.982251866
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,1996,134959.565332688
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,1997,130729.083095017
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,1998,125313.441594025
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,1999,116618.384597743
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2000,127059.682429964
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2001,126952.455585056
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2002,123888.604427652
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2003,127376.019609842
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2004,128110.184964602
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2005,125671.317452368
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2006,126447.335771373
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2007,128260.880391617
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2008,122973.819236289
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2009,115223.652552503
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2010,117459.824576117
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2011,115005.466488139
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2012,110904.82376576
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2013,106376.576501026
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2014,104014.521938685
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2015,104786.436248248
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2016,106599.138440798
A,EN_ATM_CO2E_XLULUCF,CZE,Gg_CO2,2017,105607.268219928
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,1990,1052520.13325202
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,1991,1014440.03737972
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,1992,966176.765734265
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,1993,956517.468728783
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,1994,939908.352849067
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,1995,939542.833583815
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,1996,959606.347231591
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,1997,931750.33718277
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,1998,923823.697620033
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,1999,896312.59229896
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2000,900376.259704379
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2001,916912.521884217
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2002,900387.296196525
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2003,901409.323669064
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2004,887457.948441164
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2005,866640.497302709
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2006,878076.462726116
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2007,851418.498377566
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2008,853771.416975521
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2009,788923.513943349
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2010,832387.679934264
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2011,809748.546283835
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2012,814137.978355067
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2013,831570.354178742
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2014,792793.185365448
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2015,795939.549036333
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2016,801654.829224383
A,EN_ATM_CO2E_XLULUCF,DEU,Gg_CO2,2017,797966.400139205
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,1990,54850.4048213548
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,1991,65433.6322703713
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,1992,59598.9013732568
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,1993,61686.8011887988
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,1994,65703.5793038029
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,1995,62658.4499443607
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,1996,75988.9997687675
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,1997,66605.2006080179
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,1998,62398.176853185
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,1999,59844.1791638204
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2000,55611.3198264054
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2001,57324.6791560521
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2002,56897.7115739609
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2003,62057.4154212997
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2004,56503.0486720121
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2005,52934.0464145944
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2006,60859.3520769316
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2007,56103.3872473517
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2008,52648.4064420454
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2009,50201.0967169903
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2010,50694.6090893706
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2011,45666.1002644649
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2012,41229.3884968992
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2013,43082.2002238905
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2014,38872.1303756274
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2015,36514.4500235298
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2016,38329.4299983748
A,EN_ATM_CO2E_XLULUCF,DNK,Gg_CO2,2017,36283.3176480972
A,EN_ATM_CO2E_XLULUCF,ESP,Gg_CO2,1990,231061.405285052
A,EN_ATM_CO2E_XLULUCF,ESP,Gg_CO2,1991,240656.223792007
A,EN_ATM_CO2E_XLULUCF,ESP,Gg_CO2,1992,249361.537672582
A,EN_ATM_CO2E_XLULUCF,ESP,Gg_CO2,1993,241008.53316493
A,EN_ATM_CO2E_XLULUCF,ESP,Gg_CO2,1994,253532.68348367
A,EN_ATM_CO2E_XLULUCF,ESP,Gg_CO2,1995,267226.777962507
A,EN_ATM_CO2E_XLULUCF,ESP,Gg_CO2,1996,254636.605063194
A,EN_ATM_CO2E_XLULUCF,ESP,Gg_CO2,1997,267159.873990615
A,EN_ATM_CO2E_XLULUCF,ESP,Gg_CO2,1998,275694.425060138
A,EN_ATM_CO2E_XLULUCF,ESP,Gg_CO2,1999,299121.728745594
A,EN_ATM_CO2E_XLULUCF,ESP,Gg_CO2,2000,310828.320528083
A,EN_ATM_CO2E_XLULUCF,ESP,Gg_CO2,2001,312737.056878696
A,EN_ATM_CO2E_XLULUCF,ESP,Gg_CO2,2002,332893.396684071
